id,text,term,polarity,from,to,category,polarity2
1926,Went to Village last night for my birthday.,,,,,anecdotes/miscellaneous,neutral
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",workers,negative,12,19,,
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",order,negative,96,101,,
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",,,,,service,negative
208,The specials are usually quite good too.,specials,positive,4,12,,
208,The specials are usually quite good too.,,,,,food,positive
1023,They've the best desserts and mixed drinks as well as snack foods.,desserts,positive,17,25,,
1023,They've the best desserts and mixed drinks as well as snack foods.,mixed drinks,positive,30,42,,
1023,They've the best desserts and mixed drinks as well as snack foods.,snack foods,positive,54,65,,
1023,They've the best desserts and mixed drinks as well as snack foods.,,,,,food,positive
85,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,chocolate mud cake (warmed),positive,8,35,,
85,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,dulce de leche gelato,positive,53,74,,
85,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,,,,,food,positive
2388,That's good and bad.,,,,,anecdotes/miscellaneous,conflict
609,Really cool stauff inside.,stauff,positive,12,18,,
609,Really cool stauff inside.,,,,,ambience,positive
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",classical furniture,positive,57,76,,
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",menu,negative,113,117,,
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",,,,,anecdotes/miscellaneous,neutral
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",,,,,ambience,positive
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",,,,,food,negative
602,The best burger I have had in the Village.,burger,positive,9,15,,
602,The best burger I have had in the Village.,,,,,food,positive
909,We visited Orsay during NY Restaurant Week and tried their $35 menu.,menu,neutral,63,67,,
909,We visited Orsay during NY Restaurant Week and tried their $35 menu.,,,,,anecdotes/miscellaneous,neutral
488,I would have gotten some cole slaw and a knish if my stomach had more space.,cole slaw,neutral,25,34,,
488,I would have gotten some cole slaw and a knish if my stomach had more space.,knish,neutral,41,46,,
488,I would have gotten some cole slaw and a knish if my stomach had more space.,,,,,food,positive
804,"came here for restaurant week, didn't save much, but it was still great.",,,,,anecdotes/miscellaneous,conflict
804,"came here for restaurant week, didn't save much, but it was still great.",,,,,price,conflict
1153,Would NEVER go back there.,,,,,anecdotes/miscellaneous,negative
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,dinner,neutral,24,30,,
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral,66,78,,
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,,,,,anecdotes/miscellaneous,neutral
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",blond wood decor,positive,4,20,,
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",sake,positive,51,55,,
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,positive,77,84,,
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",,,,,food,positive
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",,,,,service,positive
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",,,,,ambience,positive
661,There is usually a wait but it is well worth it.,wait,conflict,19,23,,
661,There is usually a wait but it is well worth it.,,,,,anecdotes/miscellaneous,conflict
1437,"Be careful, when they say spicy, they mean it!",,,,,anecdotes/miscellaneous,neutral
2532,Your money could easily be better spent elsewhere (Anywhere).,money,neutral,5,10,,
2532,Your money could easily be better spent elsewhere (Anywhere).,,,,,anecdotes/miscellaneous,negative
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",bagel,negative,38,43,,
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",eggs,negative,65,69,,
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",bagel,negative,78,83,,
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",,,,,service,negative
552,As always we had a great glass of wine while we waited.,glass of wine,positive,25,38,,
552,As always we had a great glass of wine while we waited.,,,,,food,positive
1953,Bring your appetites.,,,,,anecdotes/miscellaneous,neutral
1722,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",wait staff,positive,4,14,,
1722,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",,,,,service,positive
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",atmosphere,negative,15,25,,
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",bagel,neutral,76,81,,
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",,,,,ambience,negative
509,Service was very good and warm.,Service,positive,0,7,,
509,Service was very good and warm.,,,,,service,positive
2318,For dinner I had the chicken tikka-masala and some garlic naan.,chicken tikka-masala,neutral,21,41,,
2318,For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,neutral,51,62,,
2318,For dinner I had the chicken tikka-masala and some garlic naan.,dinner,neutral,4,10,,
2318,For dinner I had the chicken tikka-masala and some garlic naan.,,,,,food,neutral
2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,dinner,positive,149,155,,
2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,setting,positive,126,133,,
2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,,,,,ambience,positive
1965,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",,,,,ambience,negative
1965,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",,,,,service,negative
597,"Seriously, this place kicks ass.",,,,,anecdotes/miscellaneous,positive
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,positive,0,4,,
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view,positive,22,26,,
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,,,,,food,positive
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,,,,,ambience,positive
1745,"Also, because it is so thin, it gets cold very quickly and its not that filling.",,,,,food,negative
3527,The food is nothing like its menu description.,food,negative,4,8,,
3527,The food is nothing like its menu description.,menu description,negative,29,45,,
3527,The food is nothing like its menu description.,,,,,food,negative
1387,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,Pad Se-Ew,positive,8,17,,
